Offer Image,Offer Title,Offer Description,Coupon Code,Offer Link,Eligible Credit Cards
https://www.cleartrip.com/all-offers/wp-content/uploads/2024/01/SBI-Logo-1.png,Flat 20% off on SBI Cards,Applicable on Credit Cards & EMI Transactions!,SBICC | SBIEMI,https://www.cleartrip.com/all-offers/sbi-credit-cards-weekly-campaign-2/,Club Vistara SBI Card Prime
https://www.cleartrip.com/all-offers/wp-content/uploads/2024/01/SBI-Logo-1.png,Flat 20% off on SBI Cards,Applicable on Credit Cards & EMI Transactions!,SBICC | SBIEMI,https://www.cleartrip.com/all-offers/sbi-credit-cards-weekly-campaign-2/,Shaurya Select SBI Credit Card
https://www.cleartrip.com/all-offers/wp-content/uploads/2024/01/SBI-Logo-1.png,Flat 20% off on SBI Cards,Applicable on Credit Cards & EMI Transactions!,SBICC | SBIEMI,https://www.cleartrip.com/all-offers/sbi-credit-cards-weekly-campaign-2/,IRCTC SBI Card Premier
https://www.cleartrip.com/all-offers/wp-content/uploads/2024/01/SBI-Logo-1.png,Flat 20% off on SBI Cards,Applicable on Credit Cards & EMI Transactions!,SBICC | SBIEMI,https://www.cleartrip.com/all-offers/sbi-credit-cards-weekly-campaign-2/,Doctor's SBI Card
https://www.cleartrip.com/all-offers/wp-content/uploads/2024/01/SBI-Logo-1.png,Flat 20% off on SBI Cards,Applicable on Credit Cards & EMI Transactions!,SBICC | SBIEMI,https://www.cleartrip.com/all-offers/sbi-credit-cards-weekly-campaign-2/,Lifestyle Home Centre SBI Card
https://www.cleartrip.com/all-offers/wp-content/uploads/2024/01/SBI-Logo-1.png,Flat 20% off on SBI Cards,Applicable on Credit Cards & EMI Transactions!,SBICC | SBIEMI,https://www.cleartrip.com/all-offers/sbi-credit-cards-weekly-campaign-2/,Titan SBI Credit Card
https://www.cleartrip.com/all-offers/wp-content/uploads/2024/01/SBI-Logo-1.png,Flat 20% off on SBI Cards,Applicable on Credit Cards & EMI Transactions!,SBICC | SBIEMI,https://www.cleartrip.com/all-offers/sbi-credit-cards-weekly-campaign-2/,Max SBI Credit Card
https://www.cleartrip.com/all-offers/wp-content/uploads/2024/01/SBI-Logo-1.png,Flat 20% off on SBI Cards,Applicable on Credit Cards & EMI Transactions!,SBICC | SBIEMI,https://www.cleartrip.com/all-offers/sbi-credit-cards-weekly-campaign-2/,Tata Star Titanium Card
https://www.cleartrip.com/all-offers/wp-content/uploads/2024/01/SBI-Logo-1.png,Flat 20% off on SBI Cards,Applicable on Credit Cards & EMI Transactions!,SBICC | SBIEMI,https://www.cleartrip.com/all-offers/sbi-credit-cards-weekly-campaign-2/,Miles Elite SBI Card
https://www.cleartrip.com/all-offers/wp-content/uploads/2024/01/SBI-Logo-1.png,Flat 20% off on SBI Cards,Applicable on Credit Cards & EMI Transactions!,SBICC | SBIEMI,https://www.cleartrip.com/all-offers/sbi-credit-cards-weekly-campaign-2/,FabIndia SBI Card
https://www.cleartrip.com/all-offers/wp-content/uploads/2024/01/SBI-Logo-1.png,Flat 20% off on SBI Cards,Applicable on Credit Cards & EMI Transactions!,SBICC | SBIEMI,https://www.cleartrip.com/all-offers/sbi-credit-cards-weekly-campaign-2/,Aditya Birla SBI Card Select
https://www.cleartrip.com/all-offers/wp-content/uploads/2024/01/SBI-Logo-1.png,Flat 20% off on SBI Cards,Applicable on Credit Cards & EMI Transactions!,SBICC | SBIEMI,https://www.cleartrip.com/all-offers/sbi-credit-cards-weekly-campaign-2/,SBI Card Unnati
https://www.cleartrip.com/all-offers/wp-content/uploads/2024/01/Au.jpg,Flat 20% off,Hotels with AU Bank Credit Cards.,AUFEST,https://www.cleartrip.com/all-offers/au-bank-hotels/,AU Altura Credit Card
https://www.cleartrip.com/all-offers/wp-content/uploads/2024/01/Au.jpg,Flat 20% off,Hotels with AU Bank Credit Cards.,AUFEST,https://www.cleartrip.com/all-offers/au-bank-hotels/,AU Bank Zenith+ Credit Card
https://www.cleartrip.com/all-offers/wp-content/uploads/2024/01/Au.jpg,Flat 20% off,Hotels with AU Bank Credit Cards.,AUFEST,https://www.cleartrip.com/all-offers/au-bank-hotels/,AU Vetta Credit Card
https://www.cleartrip.com/all-offers/wp-content/uploads/2024/01/Au.jpg,Flat 20% off,Hotels with AU Bank Credit Cards.,AUFEST,https://www.cleartrip.com/all-offers/au-bank-hotels/,AU Bank InstaPay Credit Card
https://www.cleartrip.com/all-offers/wp-content/uploads/2024/01/Au.jpg,Flat 20% off,Hotels with AU Bank Credit Cards.,AUFEST,https://www.cleartrip.com/all-offers/au-bank-hotels/,AU Bank Altura Plus Credit Card
https://www.cleartrip.com/all-offers/wp-content/uploads/2024/01/Au.jpg,Flat 20% off,Hotels with AU Bank Credit Cards.,AUFEST,https://www.cleartrip.com/all-offers/au-bank-hotels/,AU Zenith Credit Card
https://www.cleartrip.com/all-offers/wp-content/uploads/2024/01/Au.jpg,Flat 20% off,Hotels with AU Bank Credit Cards.,AUFEST,https://www.cleartrip.com/all-offers/au-bank-hotels/,Ixigo AU Travel Credit Card
https://www.cleartrip.com/all-offers/wp-content/uploads/2024/01/Au.jpg,Flat 20% off,Hotels with AU Bank Credit Cards.,AUFEST,https://www.cleartrip.com/all-offers/au-bank-hotels/,AU LIT Credit Card
https://www.cleartrip.com/all-offers/wp-content/uploads/2024/05/american-express.jpg,Get upto 25% off,Hotels with American Express Credit Card with No Cost EMI,AMEXEMI,https://www.cleartrip.com/all-offers/federal-bank-credit-debit-cards-hotels-offer/,Fed Starbiz Rupay Credit Card
https://www.cleartrip.com/all-offers/wp-content/uploads/2024/05/american-express.jpg,Get upto 25% off,Hotels with American Express Credit Card with No Cost EMI,AMEXEMI,https://www.cleartrip.com/all-offers/federal-bank-credit-debit-cards-hotels-offer/,Federal Bank Mastercard Signet
https://www.cleartrip.com/all-offers/wp-content/uploads/2024/05/american-express.jpg,Get upto 25% off,Hotels with American Express Credit Card with No Cost EMI,AMEXEMI,https://www.cleartrip.com/all-offers/federal-bank-credit-debit-cards-hotels-offer/,Federal Bank MagniFi Credit Card
https://www.cleartrip.com/all-offers/wp-content/uploads/2024/05/american-express.jpg,Get upto 25% off,Hotels with American Express Credit Card with No Cost EMI,AMEXEMI,https://www.cleartrip.com/all-offers/federal-bank-credit-debit-cards-hotels-offer/,Federal Bank AmpliFi Credit Card
https://www.cleartrip.com/all-offers/wp-content/uploads/2024/05/american-express.jpg,Get upto 25% off,Hotels with American Express Credit Card with No Cost EMI,AMEXEMI,https://www.cleartrip.com/all-offers/federal-bank-credit-debit-cards-hotels-offer/,Federal Bank Wave Credit Card
https://www.cleartrip.com/all-offers/wp-content/uploads/2024/05/american-express.jpg,Get upto 25% off,Hotels with American Express Credit Card with No Cost EMI,AMEXEMI,https://www.cleartrip.com/all-offers/federal-bank-credit-debit-cards-hotels-offer/,Federal Bank Rupay Signet Credit Card
https://www.cleartrip.com/all-offers/wp-content/uploads/2024/05/american-express.jpg,Get upto 25% off,Hotels with American Express Credit Card with No Cost EMI,AMEXEMI,https://www.cleartrip.com/all-offers/federal-bank-credit-debit-cards-hotels-offer/,Federal Bank Scapia Credit Card
https://www.cleartrip.com/all-offers/wp-content/uploads/2024/05/american-express.jpg,Get upto 25% off,Hotels with American Express Credit Card with No Cost EMI,AMEXEMI,https://www.cleartrip.com/all-offers/federal-bank-credit-debit-cards-hotels-offer/,Federal Bank Visa Celesta
https://www.cleartrip.com/all-offers/wp-content/uploads/2024/05/american-express.jpg,Get upto 25% off,Hotels with American Express Credit Card with No Cost EMI,AMEXEMI,https://www.cleartrip.com/all-offers/federal-bank-credit-debit-cards-hotels-offer/,Federal Bank Visa Imperio
https://www.cleartrip.com/all-offers/wp-content/uploads/2024/01/Fed-Logo.png,Get upto 15% off,Hotels with Fed Bank with NCEMI on Credit Cards,FEDEMI,https://www.cleartrip.com/all-offers/fed-bank-cc-ncemi-hotels-offer/,Fed Starbiz Rupay Credit Card
https://www.cleartrip.com/all-offers/wp-content/uploads/2024/01/Fed-Logo.png,Get upto 15% off,Hotels with Fed Bank with NCEMI on Credit Cards,FEDEMI,https://www.cleartrip.com/all-offers/fed-bank-cc-ncemi-hotels-offer/,Federal Bank Mastercard Signet
https://www.cleartrip.com/all-offers/wp-content/uploads/2024/01/Fed-Logo.png,Get upto 15% off,Hotels with Fed Bank with NCEMI on Credit Cards,FEDEMI,https://www.cleartrip.com/all-offers/fed-bank-cc-ncemi-hotels-offer/,Federal Bank MagniFi Credit Card
https://www.cleartrip.com/all-offers/wp-content/uploads/2024/01/Fed-Logo.png,Get upto 15% off,Hotels with Fed Bank with NCEMI on Credit Cards,FEDEMI,https://www.cleartrip.com/all-offers/fed-bank-cc-ncemi-hotels-offer/,Federal Bank AmpliFi Credit Card
https://www.cleartrip.com/all-offers/wp-content/uploads/2024/01/Fed-Logo.png,Get upto 15% off,Hotels with Fed Bank with NCEMI on Credit Cards,FEDEMI,https://www.cleartrip.com/all-offers/fed-bank-cc-ncemi-hotels-offer/,Federal Bank Wave Credit Card
https://www.cleartrip.com/all-offers/wp-content/uploads/2024/01/Fed-Logo.png,Get upto 15% off,Hotels with Fed Bank with NCEMI on Credit Cards,FEDEMI,https://www.cleartrip.com/all-offers/fed-bank-cc-ncemi-hotels-offer/,Federal Bank Rupay Signet Credit Card
https://www.cleartrip.com/all-offers/wp-content/uploads/2024/01/Fed-Logo.png,Get upto 15% off,Hotels with Fed Bank with NCEMI on Credit Cards,FEDEMI,https://www.cleartrip.com/all-offers/fed-bank-cc-ncemi-hotels-offer/,Federal Bank Scapia Credit Card
https://www.cleartrip.com/all-offers/wp-content/uploads/2024/01/Fed-Logo.png,Get upto 15% off,Hotels with Fed Bank with NCEMI on Credit Cards,FEDEMI,https://www.cleartrip.com/all-offers/fed-bank-cc-ncemi-hotels-offer/,Federal Bank Visa Celesta
https://www.cleartrip.com/all-offers/wp-content/uploads/2024/01/Fed-Logo.png,Get upto 15% off,Hotels with Fed Bank with NCEMI on Credit Cards,FEDEMI,https://www.cleartrip.com/all-offers/fed-bank-cc-ncemi-hotels-offer/,Federal Bank Visa Imperio
